1.329561599999999828e+02,1.373880319999999813e+02
1.329561599999999828e+02,1.399029759999999953e+02
1.329561599999999828e+02,1.427046399999999835e+02
1.329561599999999828e+02,1.431101439999999911e+02
1.361018880000000024e+02,1.432248319999999921e+02
1.361018880000000024e+02,1.435279359999999826e+02
1.361018880000000024e+02,1.448632319999999822e+02
1.361018880000000024e+02,1.470218239999999810e+02
1.361018880000000024e+02,1.472634879999999953e+02
1.361018880000000024e+02,1.476771839999999827e+02
1.361018880000000024e+02,1.496350719999999797e+02
1.350533120000000054e+02,1.504419839999999908e+02
1.350533120000000054e+02,1.504788479999999993e+02
1.340047359999999799e+02,1.511792639999999892e+02
1.340047359999999799e+02,1.511792639999999892e+02
1.340047359999999799e+02,1.512693759999999941e+02
1.340047359999999799e+02,1.515438079999999843e+02
1.340047359999999799e+02,1.519861760000000004e+02
1.340047359999999799e+02,1.519861760000000004e+02
1.340047359999999799e+02,1.522360319999999945e+02
