9.107660799999999881e+02,9.420595199999999068e+02
9.118924799999999777e+02,9.440133119999999280e+02
9.161523199999999179e+02,9.443942399999999679e+02
9.257615359999999782e+02,9.446645760000000109e+02
9.257615359999999782e+02,9.506693119999999908e+02
9.281126399999999421e+02,9.506693119999999908e+02
9.285959679999999707e+02,9.512345599999999877e+02
9.299025919999999132e+02,9.614868480000000091e+02
9.299025919999999132e+02,9.616179199999999128e+02
9.303654399999999214e+02,9.605693440000000010e+02
9.304883199999999306e+02,9.666191359999999122e+02
9.362391039999999975e+02,9.672908799999999019e+02
9.362391039999999975e+02,9.673687039999999797e+02
9.362391039999999975e+02,9.677987839999999551e+02
9.381724159999999983e+02,9.716613119999999526e+02
9.381724159999999983e+02,9.734021119999999883e+02
9.381724159999999983e+02,9.735495679999999084e+02
9.418629119999999375e+02,9.825443839999999227e+02
9.418629119999999375e+02,9.829826559999999063e+02
9.419939839999999549e+02,9.831710719999999810e+02
