1.220894720000000007e+02,1.278484479999999905e+02
1.253990399999999994e+02,1.269227519999999885e+02
1.275535359999999940e+02,1.275535359999999940e+02
1.275535359999999940e+02,1.278689279999999968e+02
1.255301119999999884e+02,1.279918079999999918e+02
1.256447999999999894e+02,1.280286720000000003e+02
1.259028479999999917e+02,1.293352959999999996e+02
1.280286720000000003e+02,1.293844479999999919e+02
1.281597439999999892e+02,1.294909439999999847e+02
1.295687680000000057e+02,1.296015359999999816e+02
1.253744639999999890e+02,1.297244159999999908e+02
1.264271359999999902e+02,1.297244159999999908e+02
1.285242879999999843e+02,1.299005439999999965e+02
1.296465919999999983e+02,1.300807680000000062e+02
1.285365759999999966e+02,1.303265279999999962e+02
1.285365759999999966e+02,1.304494080000000054e+02
1.276354559999999907e+02,1.325465599999999995e+02
1.272176639999999992e+02,1.327472640000000013e+02
1.276723199999999991e+02,1.327472640000000013e+02
1.276723199999999991e+02,1.328496639999999900e+02
